Order #,Order Date,Item Id,Item,Category,Quantity,Item Price,Item End Time,Payment Date,Payment Amount,Tracking #,Tax,Additional Fee,Shipping Price,Handling Price,Donation,Shipped Date,Seller
59639308,1/2/2026,251153403,Trailblazer Winchester Sportswear Pants Men's Brown,Clothing > Men's Clothing > Pants,1,$9.90,1/2/2026,1/2/2026,$9.91,497675180053	,$0.00,$0.00,$0.01,$0.00,$0.00,1/7/2026,Goodwill of the Olympics and Rainier Region
59652030,1/2/2026,251492343,"Lot of 6 Marvel & DC Graphic Novels - Deadpool, X-Men, Guardians, Batman",Books > Collections/Sets,1,$24.97,1/2/2026,1/2/2026,$79.20,497675179196	,$0.00,$0.00,$0.03,$0.00,$0.00,1/7/2026,Goodwill of the Olympics and Rainier Region
59652030,1/2/2026,251503211,"Dr. Martens Holly Black Platform Shoes, Size 7 US (5 UK/38 EU)",Clothing > Women's Clothing > Shoes Women's > Size 7,1,$35.00,1/2/2026,1/2/2026,$79.20,497675179196	,$0.00,$0.00,$0.03,$0.00,$0.00,1/7/2026,Goodwill of the Olympics and Rainier Region
59652030,1/2/2026,251506807,Vintage Hot Wheels Formula Fever Metal Belt Buckle Child Size,Clothing > Men's Clothing > Accessories,1,$19.20,1/2/2026,1/2/2026,$79.20,497675179196	,$0.00,$0.00,$0.03,$0.00,$0.00,1/7/2026,Goodwill of the Olympics and Rainier Region
59652054,1/2/2026,251520152,Brahmin Black & Brown Crocodile Embossed Leather Turn Lock Crossbody Bag Purse,Clothing > Women's Clothing > Accessories,1,$36.99,1/2/2026,1/7/2026,$49.87,397541307659	,$0.00,$0.00,$10.88,$2.00,$0.00,1/7/2026,Goodwill Houston
59652100,1/2/2026,251486537,Canon EOS Rebel T3 12.2 MP & Nikon D50 6.1 MP Cameras,Cameras & Camcorders > Digital Cameras,1,$182.00,1/2/2026,1/4/2026,$193.34,887633559269	,$0.00,$0.00,$11.34,$0.00,$0.00,1/5/2026,Goodwill Industries of the Southern Rivers
59652116,1/2/2026,251475642,Bulk Lot 7lbs Assorted Beyblade Spinning Top Toys Pieces & Parts,Toys/Dolls/Games,1,$19.99,1/2/2026,1/2/2026,$92.36,887632508950	,$0.00,$0.00,$22.72,$0.00,$0.00,1/5/2026,Goodwill Industries of the Southern Rivers
59652116,1/2/2026,251508445,Women SZ 6 Dr. Martens Black Combs Tech Poly Casual Boots,Clothing > Women's Clothing > Shoes Women's,1,$29.66,1/2/2026,1/2/2026,$92.36,887632508950	,$0.00,$0.00,$22.72,$0.00,$0.00,1/5/2026,Goodwill Industries of the Southern Rivers
59652116,1/2/2026,251560003,Death Dealer Tactical Black Military Surplus Backpack - Slight Wear,Collectibles > Military Memorabilia,1,$19.99,1/2/2026,1/2/2026,$92.36,887632508950	,$0.00,$0.00,$22.72,$0.00,$0.00,1/5/2026,Goodwill Industries of the Southern Rivers
59669997,1/3/2026,251565489,Zenith Solid Select Vintage 1889 Train Staples Belt Buckle Medium,Clothing > Belt Buckles,1,$7.99,1/2/2026,1/3/2026,$51.15,397406319246	,$0.00,$0.00,$13.18,$9.00,$0.00,1/4/2026,Goodwill of Greater Milwaukee and Chicago
59669997,1/3/2026,251571468,Michael Kors Beige Brown Purse,Clothing > Women's Clothing > Purses,1,$10.99,1/3/2026,1/3/2026,$51.15,397406319246	,$0.00,$0.00,$13.18,$9.00,$0.00,1/4/2026,Goodwill of Greater Milwaukee and Chicago
59669997,1/3/2026,251604351,Lulu blue mens long sleeve,Clothing > Women's Clothing > Sweaters,1,$9.99,1/3/2026,1/3/2026,$51.15,397406319246	,$0.00,$0.00,$13.18,$9.00,$0.00,1/4/2026,Goodwill of Greater Milwaukee and Chicago
59670020,1/3/2026,251617117,Michael Kors Signature MK Fanny Pack Belt,Clothing > Women's Clothing > Purses,1,$9.99,1/3/2026,1/4/2026,$21.33,397457750689	,$0.00,$0.00,$8.34,$3.00,$0.00,1/5/2026,Evergreen Goodwill
59670037,1/3/2026,251526037,925 Sterling Silver Vintage Mexico Adjustable Belt Buckle Bangle Bracelet 15.68g,Jewelry & Gemstones > Bracelets,1,$40.00,1/2/2026,1/3/2026,$81.19,397460689340	,$0.00,$0.00,$10.20,$5.00,$0.00,1/5/2026,Goodwill of Central & Northern Arizona
59670037,1/3/2026,251615690,Disney Collectors Pins,Jewelry & Gemstones > Brooches/Pins,1,$25.99,1/3/2026,1/3/2026,$81.19,397460689340	,$0.00,$0.00,$10.20,$5.00,$0.00,1/5/2026,Goodwill of Central & Northern Arizona
59670057,1/3/2026,251907738,Authentic Valentino Womens Brown Printed Adjustable Strap Crossbody Bag,Clothing > Women's Clothing > Purses,1,$53.00,1/2/2026,1/6/2026,$70.24,397499407595	,$0.00,$0.00,$12.24,$5.00,$0.00,1/6/2026,Goodwill Industries of South Florida
59678692,1/4/2026,251299629,Women's Anthropologie Purple Size S Faux Suede Trench Coat,Clothing > Women's Clothing > Outerwear > Size S,1,$24.99,1/4/2026,1/4/2026,$25.00,496194640791	,$0.00,$0.00,$0.01,$0.00,$0.00,1/5/2026,Goodwill Industries of the Columbia Willamette
59686884,1/4/2026,251734985,Calvin Klein light blue wool-cashmere blend peacoat Women's size S,Clothing > Women's Clothing,1,$9.99,1/3/2026,1/4/2026,$108.51,397604917106	,$0.00,$0.00,$12.53,$10.00,$0.00,1/9/2026,Easterseals-Goodwill Northern Rocky Mountain -SLC
59686884,1/4/2026,251841002,Silver Cloud Black Cashmere Blend Woven in Italy Trenchcoat - size (S/42),Clothing > Women's Clothing > Outerwear > Size S,1,$26.00,1/4/2026,1/4/2026,$108.51,397604917106	,$0.00,$0.00,$12.53,$10.00,$0.00,1/9/2026,Easterseals-Goodwill Northern Rocky Mountain -SLC
59686884,1/4/2026,251854857,Vintage 1967 U.S. Military Army Man's Overcoat Cotton Satten OG-107 Small Long,Collectibles > Military Memorabilia > Uniforms,1,$9.99,1/4/2026,1/4/2026,$108.51,397604917106	,$0.00,$0.00,$12.53,$10.00,$0.00,1/9/2026,Easterseals-Goodwill Northern Rocky Mountain -SLC
59686884,1/4/2026,251864293,Levi Strauss & Co Size Small Vintage Button-Up Denim Trucker Jacket,Clothing,1,$21.00,1/4/2026,1/4/2026,$108.51,397604917106	,$0.00,$0.00,$12.53,$10.00,$0.00,1/9/2026,Easterseals-Goodwill Northern Rocky Mountain -SLC
59686884,1/4/2026,251867242,Sublime/AC/DC/Sheryl Crow Men's Large: Band/Music Tour T-Shirts (Lot of 3),Clothing > Men's Clothing > Shirts > Size L,1,$19.00,1/4/2026,1/4/2026,$108.51,397604917106	,$0.00,$0.00,$12.53,$10.00,$0.00,1/9/2026,Easterseals-Goodwill Northern Rocky Mountain -SLC
59686898,1/4/2026,252066297,Authentic Gucci Women's Black Leather Knee High Riding Boots Size 8,Clothing > Women's Clothing > Shoes Women's,1,$152.00,1/4/2026,1/4/2026,$157.00,397523865612	,$0.00,$0.00,$0.01,$4.99,$0.00,1/7/2026,"Goodwill Industries of Northwest North Carolina, Inc."
59686972,1/4/2026,251550442,My Little Pony Figure Lot Pinkie Pie Twilight Sparkle Brush Accessories Set,Toys/Dolls/Games > Dolls > Modern,1,$11.99,1/2/2026,1/4/2026,$48.26,887825209377	,$0.00,$0.00,$17.30,$7.98,$0.00,1/12/2026,Goodwill of North Central Wisconsin
59686972,1/4/2026,251898548,Brownwood Sweater US Navy Sailor Jumper Vietnam Era 42R Wool,Clothing > Men's Clothing > Outerwear,1,$10.99,1/4/2026,1/4/2026,$48.26,887825209377	,$0.00,$0.00,$17.30,$7.98,$0.00,1/12/2026,Goodwill of North Central Wisconsin
59687008,1/4/2026,251752952,Michael Kors Women's Ruby Red Wool Fleece Tie Belt Pea Coat - Sz 2,Clothing > Women's Clothing > Outerwear > Size 2,1,$7.99,1/3/2026,1/7/2026,$23.06,9434636208303362623687	,$0.00,$0.00,$12.08,$2.99,$0.00,1/10/2026,Goodwill-Easter Seals MN
59687034,1/4/2026,251710005,Authentic Mario Valentino Red Leather Flats Womens Size 8 IOB,Clothing > Women's Clothing > Shoes Women's > Size 8,1,$80.99,1/3/2026,1/4/2026,$96.77,397495145353	,$0.00,$0.00,$12.79,$2.99,$0.00,1/6/2026,Goodwill of Central & Southern Indiana
59712990,1/6/2026,251525234,Bergamot Brass Works Schlitz Light Beer Special Lager Belt Buckle 123.5g,Clothing > Belt Buckles,1,$9.99,1/2/2026,1/6/2026,$89.08,397707946159	,$0.00,$0.00,$17.12,$10.00,$0.00,1/13/2026,Goodwill of North Georgia
59712990,1/6/2026,251678421,Wilsons Leather Black Bomber Jacket Men's XL (Shows Wear),Clothing > Men's Clothing > Outerwear,1,$9.99,1/5/2026,1/6/2026,$89.08,397707946159	,$0.00,$0.00,$17.12,$10.00,$0.00,1/13/2026,Goodwill of North Georgia
59712990,1/6/2026,251678431,$144 NWT Calvin Klien Pearl Trimmed Women's Black Sheath Dress Sz 14 Shows Wear,Clothing > Women's Clothing > Dresses,1,$11.00,1/5/2026,1/6/2026,$89.08,397707946159	,$0.00,$0.00,$17.12,$10.00,$0.00,1/13/2026,Goodwill of North Georgia
59712990,1/6/2026,251730148,Pour La Victoire Black Leather Boots Women's 6 (minor wear),Clothing > Women's Clothing > Shoes Women's,1,$20.99,1/5/2026,1/6/2026,$89.08,397707946159	,$0.00,$0.00,$17.12,$10.00,$0.00,1/13/2026,Goodwill of North Georgia
59712990,1/6/2026,252134843,Super Smash Bros. Donkey Kong amiibo,Collectibles > Figurines,1,$9.99,1/5/2026,1/6/2026,$89.08,397707946159	,$0.00,$0.00,$17.12,$10.00,$0.00,1/13/2026,Goodwill of North Georgia
59713050,1/6/2026,251721336,Valentino Studded Leather Flats - 39,Clothing > Women's Clothing > Shoes Women's,1,$180.00,1/5/2026,1/6/2026,$180.01,397493003616	,$0.00,$0.00,$0.01,$0.00,$0.00,1/6/2026,Goodwill Keystone Area - Reading
59713087,1/6/2026,251522266,Brahmin Mojito Melbourne Black And Brown Croc Embossed Leather Crossbody Bag,Clothing > Women's Clothing > Purses,1,$31.00,1/2/2026,1/6/2026,$43.88,397620087825	,$0.00,$0.00,$10.88,$2.00,$0.00,1/9/2026,Goodwill of Southwestern Pennsylvania
59713365,1/6/2026,251725631,Vintage Time Life Books The Old West Series Set of 16 Padded Leather Covers,Books > Antique/Collectible,1,$39.97,1/5/2026,1/6/2026,$45.19,397584915200	,$0.00,$0.00,$0.01,$5.21,$0.00,1/8/2026,Goodwill - West Texas
59714745,1/6/2026,251711428,Authentic Prada Black Leather Toblach Loafers Mens Size 11,Clothing > Men's Clothing > Shoes Men's > Size 11,1,$46.00,1/5/2026,1/6/2026,$60.78,397574734530	,$0.00,$0.00,$11.79,$2.99,$0.00,1/8/2026,Goodwill of Central & Southern Indiana
59715010,1/6/2026,251751153,Minecraft Woodsword Chronicles Hardcover Set Volumes 1-4,Books,1,$12.95,1/5/2026,1/6/2026,$22.83,397544100224	,$0.00,$0.00,$9.88,$0.00,$0.00,1/7/2026,Goodwill San Diego and Imperial Counties
59715813,1/6/2026,251835179,Authenticated Oscar De La Renta Women's Multicolor Long Robe Dress Size L,Clothing > Women's Clothing > Dresses,1,$68.00,1/4/2026,1/6/2026,$81.38,397536742295	,$0.00,$0.00,$9.88,$3.50,$0.00,1/7/2026,Goodwill of Western and Northern Connecticut
59716092,1/6/2026,249839062,Wolverine Men's Leather Monk Strap Dress Shoes - Size US 8.5,Clothing > Men's Clothing > Shoes Men's > Size 8.5,1,$14.90,1/6/2026,1/6/2026,$14.91,497675208152	,$0.00,$0.00,$0.01,$0.00,$0.00,1/12/2026,Goodwill of the Olympics and Rainier Region
59725958,1/6/2026,251733383,Harley-Davidson Black Leather Jacket with Embroidered Logo - Size L,Clothing > Women's Clothing > Outerwear,1,$61.00,1/5/2026,1/6/2026,$154.73,397618301508	,$0.00,$0.00,$10.74,$16.00,$0.00,1/9/2026,Goodwill Industries of Lane & South Coast Counties
59725958,1/6/2026,251821771,Outback Collection Cotton Duster Coat - Size XL,Clothing > Men's Clothing > Outerwear,1,$51.01,1/6/2026,1/6/2026,$154.73,397618301508	,$0.00,$0.00,$10.74,$16.00,$0.00,1/9/2026,Goodwill Industries of Lane & South Coast Counties
59725958,1/6/2026,251864750,"Virany Men's Genuine Leather Jacket, Made in Italy, Size 44",Clothing > Men's Clothing > Outerwear,1,$7.99,1/6/2026,1/6/2026,$154.73,397618301508	,$0.00,$0.00,$10.74,$16.00,$0.00,1/9/2026,Goodwill Industries of Lane & South Coast Counties
59725958,1/6/2026,251870206,G.I. Joe Action Figures and Accessories Set - Military and Sci-Fi Theme,Toys/Dolls/Games > Toys,1,$7.99,1/6/2026,1/6/2026,$154.73,397618301508	,$0.00,$0.00,$10.74,$16.00,$0.00,1/9/2026,Goodwill Industries of Lane & South Coast Counties
59726070,1/6/2026,251637886,Andrew Fezza Men's Black Size 2XL Cashmere Blend Overcoat,Clothing > Men's Clothing > Outerwear > Size XXL,1,$14.99,1/4/2026,1/6/2026,$56.96,426394585418	,$0.00,$0.00,$11.98,$0.00,$0.00,3/13/2026,Goodwill Industries of the Columbia Willamette
59726070,1/6/2026,251816587,Michael Kors Women's Black Size 9M Bryce Tall Riding Boots,Clothing > Women's Clothing > Shoes Women's > Size 9,1,$29.99,1/6/2026,1/6/2026,$56.96,426394585418	,$0.00,$0.00,$11.98,$0.00,$0.00,3/13/2026,Goodwill Industries of the Columbia Willamette
59726143,1/6/2026,251855371,Anthropologie Women's Yellow Size XL V-Neck T-Shirt,Clothing > Women's Clothing > Shirts/Blouses > Size XL,1,$14.99,1/6/2026,1/6/2026,$62.94,496194642989	,$0.00,$0.00,$17.97,$0.00,$0.00,1/8/2026,Goodwill Industries of the Columbia Willamette
59726143,1/6/2026,251863082,Sk*YR Women's Gray & Black Size L Sweater,Clothing > Women's Clothing > Sweaters > Size L,1,$14.99,1/6/2026,1/6/2026,$62.94,496194642989	,$0.00,$0.00,$17.97,$0.00,$0.00,1/8/2026,Goodwill Industries of the Columbia Willamette
59726143,1/6/2026,251863124,Marc Jacobs Women's Black Size Large Tote Bag,Clothing > Women's Clothing > Purses,1,$14.99,1/6/2026,1/6/2026,$62.94,496194642989	,$0.00,$0.00,$17.97,$0.00,$0.00,1/8/2026,Goodwill Industries of the Columbia Willamette
59726204,1/6/2026,251196746,Women's Topshop Black Lined Jacket Size 4-6 Petite,Clothing > Women's Clothing > Outerwear,1,$7.99,1/6/2026,1/7/2026,$93.98,397747242950	,$0.00,$0.00,$5.00,$5.99,$0.00,1/14/2026,Goodwill Industries of the Southern Piedmont
59726204,1/6/2026,251912443,Authenticated Men's Prada 2E2763 Black Dress Loafers Size 9.5,Clothing > Men's Clothing > Shoes Men's,1,$75.00,1/4/2026,1/7/2026,$93.98,397747242950	,$0.00,$0.00,$5.00,$5.99,$0.00,1/14/2026,Goodwill Industries of the Southern Piedmont
59736176,1/7/2026,252082611,Star Wars 23 Book Lot Jedi Apprentice Jedi Quest Boba Fett Scholastic Books,Collectibles > Star Wars,1,$44.51,1/6/2026,1/7/2026,$60.54,397580605320	,$0.00,$0.00,$12.53,$3.50,$0.00,1/8/2026,Goodwill Columbus
59736190,1/7/2026,251847620,Valentino Garavani Patent Leather Bow Peep -Toe Beige Pump Size 39.5,Clothing > Women's Clothing > Shoes Women's,1,$44.55,1/6/2026,1/7/2026,$99.98,397609121635	,$0.00,$0.00,$12.43,$5.00,$0.00,1/9/2026,Goodwill of Central & Northern Arizona
59736190,1/7/2026,251848275,Burberry Blue Blazer Size 56R & Slacks 40R Set,Clothing > Men's Clothing > Suits,1,$38.00,1/6/2026,1/7/2026,$99.98,397609121635	,$0.00,$0.00,$12.43,$5.00,$0.00,1/9/2026,Goodwill of Central & Northern Arizona
59736209,1/7/2026,251646127,Levi's 502 Brown Corduroy Pants Size 33x32,Clothing > Men's Clothing > Pants,1,$25.99,1/2/2026,1/7/2026,$97.49,397546997379	,$0.00,$0.00,$15.53,$15.00,$0.00,1/7/2026,Goodwill of Southern Los Angeles County
59736209,1/7/2026,252013676,Armani Collezioni Navy Blue Suit Jacket - Size 38,Clothing > Men's Clothing > Suits,1,$15.99,1/6/2026,1/7/2026,$97.49,397546997379	,$0.00,$0.00,$15.53,$15.00,$0.00,1/7/2026,Goodwill of Southern Los Angeles County
59736209,1/7/2026,252041256,Tommy Hilfiger Multi-Color Fringed Cape Shawl - Size (OS) One Size,Clothing > Women's Clothing > Outerwear,1,$13.99,1/6/2026,1/7/2026,$97.49,397546997379	,$0.00,$0.00,$15.53,$15.00,$0.00,1/7/2026,Goodwill of Southern Los Angeles County
59736209,1/7/2026,252054688,Authenticated Michael Kors Satchel/Top Handle Bag,Clothing > Women's Clothing > Purses,1,$10.99,1/6/2026,1/7/2026,$97.49,397546997379	,$0.00,$0.00,$15.53,$15.00,$0.00,1/7/2026,Goodwill of Southern Los Angeles County
59736286,1/7/2026,251853138,Mixed Lot Of The Littlest Pet Shop Toys,"Collectibles > Action Figures, Maquettes & Mini Busts",1,$131.00,1/6/2026,1/7/2026,$145.10,9434636208367275101076	,$0.00,$0.00,$11.10,$3.00,$0.00,1/7/2026,Goodwill of Greater Milwaukee and Chicago
59736312,1/7/2026,251861442,Joseph & Feiss International Cashmere Blend Trench Coat - Woven in Italy,Clothing > Men's Clothing > Outerwear,1,$26.00,1/6/2026,1/7/2026,$38.77,397576563270	,$0.00,$0.00,$9.77,$3.00,$0.00,1/8/2026,Goodwill Industries of the Redwood Empire
59737228,1/7/2026,252199448,14pc. Star Wars Novels Grab Bag Includes Inferno/Tempest/Bloodlines,Collectibles > Star Wars,1,$10.50,1/7/2026,1/7/2026,$22.74,397573476680	,$0.00,$0.00,$12.24,$0.00,$0.00,1/8/2026,"Goodwill Industries-Knoxville, Inc."
59744872,1/7/2026,251858503,Vintage Style Unbranded Hand Made Custom Black Denim Duster,Clothing > Men's Clothing > Shirts,1,$30.99,1/6/2026,1/7/2026,$202.91,397574288283	,$0.00,$0.00,$10.97,$26.96,$0.00,1/8/2026,Goodwill Industries of Ventura and Santa Barbara Counties
59744872,1/7/2026,252113743,Prada Heels Size 39.5 w/COA,Clothing > Women's Clothing > Shoes Women's,1,$71.00,1/7/2026,1/7/2026,$202.91,397574288283	,$0.00,$0.00,$10.97,$26.96,$0.00,1/8/2026,Goodwill Industries of Ventura and Santa Barbara Counties
59744872,1/7/2026,252113905,Prada Men's Dress Shoes Size 38 w/COA,Clothing > Men's Clothing > Shoes Men's,1,$57.00,1/7/2026,1/7/2026,$202.91,397574288283	,$0.00,$0.00,$10.97,$26.96,$0.00,1/8/2026,Goodwill Industries of Ventura and Santa Barbara Counties
59744872,1/7/2026,252215782,Paige Black Corduroy Jeans Women's Size 24,Clothing > Women's Clothing > Pants,1,$5.99,1/7/2026,1/7/2026,$202.91,397574288283	,$0.00,$0.00,$10.97,$26.96,$0.00,1/8/2026,Goodwill Industries of Ventura and Santa Barbara Counties
59750604,1/7/2026,251773250,Prada Brown Brogue Leather Low Heel Dress Shoe M 9,Clothing > Men's Clothing > Shoes Men's,1,$59.00,1/5/2026,1/7/2026,$121.60,397579059489	,$0.00,$0.00,$14.62,$10.00,$0.00,1/8/2026,Goodwill Southern California
59750604,1/7/2026,252191401,Valentina Crossbody Purse,Clothing > Women's Clothing > Purses,1,$7.99,1/7/2026,1/7/2026,$121.60,397579059489	,$0.00,$0.00,$14.62,$10.00,$0.00,1/8/2026,Goodwill Southern California
59750604,1/7/2026,252192605,D&G Blue Casual Dress - Size Large,Clothing > Women's Clothing > Shirts/Blouses,1,$29.99,1/7/2026,1/7/2026,$121.60,397579059489	,$0.00,$0.00,$14.62,$10.00,$0.00,1/8/2026,Goodwill Southern California
59750657,1/7/2026,251930672,DR. Martens Boots US 4M,Clothing > Women's Clothing > Shoes Women's,1,$14.99,1/7/2026,1/7/2026,$122.21,397573385692	,$0.00,$0.00,$10.74,$13.48,$0.00,1/8/2026,Goodwill Industries of Ventura and Santa Barbara Counties
59750657,1/7/2026,252111677,DOLCE & GABBANA Men's Shoes Size 39 w/COA,Clothing > Men's Clothing > Shoes Men's,1,$83.00,1/7/2026,1/7/2026,$122.21,397573385692	,$0.00,$0.00,$10.74,$13.48,$0.00,1/8/2026,Goodwill Industries of Ventura and Santa Barbara Counties
59750827,1/7/2026,251912405,Authentic Manolo Blahnik Strap Sandals - 39,Clothing > Women's Clothing > Shoes Women's,1,$99.99,1/7/2026,1/7/2026,$100.00,397612716786	,$0.00,$0.00,$0.01,$0.00,$0.00,1/9/2026,Goodwill Keystone Area - Reading
59750864,1/7/2026,252139573,LEGO 75295 Star Wars Toy Lot X-Wing Ships Figures Grogu Stormtrooper Plush,Collectibles > Star Wars,1,$72.85,1/7/2026,1/7/2026,$95.54,397706878854	,$0.00,$0.00,$19.34,$3.35,$0.00,1/13/2026,Goodwill Industries of Greater Cleveland & East Central Ohio
59750907,1/7/2026,251961452,Paul Fredrick Italian Leather Double Monk Strap Cap Toe Shoes Size 10,Clothing > Men's Clothing > Shoes Men's > Size 10,1,$14.99,1/7/2026,1/7/2026,$27.87,397577554834	,$0.00,$0.00,$10.88,$2.00,$0.00,1/8/2026,Rappahannock Goodwill Industries Inc.
59760403,1/8/2026,251954777,Wool and Cashmere Black Hooded 1 Button Jacket - no size,Clothing > Women's Clothing > Outerwear,1,$32.01,1/7/2026,1/8/2026,$44.80,397721927488	,$0.00,$0.00,$8.80,$3.99,$0.00,1/13/2026,Southern Oregon Goodwill Industries
59771567,1/8/2026,252029828,"Vintage Sterling Silver Onyx & Turquoise Inlay Cat 1"" Pendant 16"" Necklace 5.79g",Jewelry & Gemstones > Necklaces,1,$33.00,1/8/2026,1/8/2026,$73.73,887832647602	,$0.00,$0.00,$10.74,$5.00,$0.00,1/12/2026,Goodwill of Central Iowa
59771567,1/8/2026,252075106,NWT Lauren Ralph Lauren Lancaster White/Black Suit Coat Men's Size 42 Short,Clothing > Men's Clothing > Suits,1,$24.99,1/7/2026,1/8/2026,$73.73,887832647602	,$0.00,$0.00,$10.74,$5.00,$0.00,1/12/2026,Goodwill of Central Iowa
59777240,1/9/2026,250122028,NWT Joe's Women's Dark Bue Skinny Jean - Sz 34,Clothing > Women's Clothing > Jeans,1,$14.99,1/9/2026,1/9/2026,$17.99,9434636208303363620500	,$0.00,$0.00,$0.01,$2.99,$0.00,1/13/2026,Goodwill-Easter Seals MN
59777297,1/9/2026,251421420,Spanx Women's Black Pants - Sz L,Clothing > Women's Clothing > Pants,1,$4.99,1/9/2026,1/9/2026,$20.06,9400136208303441800747	,$0.00,$0.00,$12.08,$2.99,$0.00,1/13/2026,Goodwill-Easter Seals MN
59778503,1/9/2026,251076849,Hammer Made Men's NWT Black Stretchy Collared T-shirt - Sz M,Clothing > Men's Clothing > Shirts > Size M,1,$14.99,1/9/2026,1/9/2026,$17.99,9400136208303440740655	,$0.00,$0.00,$0.01,$2.99,$0.00,1/12/2026,Goodwill-Easter Seals MN
59790947,1/9/2026,252161510,Star Wars Vehicles Plush LEGO BrickHeadz Action Figure Mixed Condition,Collectibles > Star Wars,1,$47.00,1/8/2026,1/9/2026,$96.47,490354737184	,$0.00,$0.00,$21.66,$8.00,$0.00,1/15/2026,Goodwill Industries of San Antonio
59790947,1/9/2026,252198910,Spawn Ultra Action Figures Chapel Angela She-Spawn Widow Maker,"Collectibles > Action Figures, Maquettes & Mini Busts",1,$19.81,1/9/2026,1/9/2026,$96.47,490354737184	,$0.00,$0.00,$21.66,$8.00,$0.00,1/15/2026,Goodwill Industries of San Antonio
59790955,1/9/2026,252198482,Dr. Martens Women Blaire Leather Buckle Sandal SZ US 9-10,Clothing > Women's Clothing > Shoes Women's,1,$24.00,1/9/2026,1/9/2026,$40.53,490354736784	,$0.00,$0.00,$12.53,$4.00,$0.00,1/15/2026,Goodwill Industries of San Antonio
59790967,1/9/2026,252097524,Sterling Silver Brooch / Pin Jewelry Lot | 21g,Jewelry & Gemstones > Brooches/Pins,1,$25.71,1/9/2026,1/9/2026,$58.20,887879490855	,$0.00,$0.00,$10.50,$5.00,$0.00,1/13/2026,Goodwill of Central Iowa
59790967,1/9/2026,252212246,Massimo Alba Maroon Striped Pocket T-Shirt Men's Size XXL,Clothing > Men's Clothing > Shirts,1,$16.99,1/9/2026,1/9/2026,$58.20,887879490855	,$0.00,$0.00,$10.50,$5.00,$0.00,1/13/2026,Goodwill of Central Iowa
59796659,1/10/2026,250833311,Authentic Burberry Women's Black Pure Cashmere Double Breasted Pea Coat - Sz 8,Clothing > Women's Clothing > Outerwear > Size 8,1,$302.00,1/8/2026,1/10/2026,$638.70,397802392737	,$0.00,$0.00,$26.84,$38.87,$0.00,1/15/2026,Goodwill-Easter Seals MN
59796659,1/10/2026,252065590,NWT WHBM Women's Black/Pink Embroidered Floral Bell Sleeve Shift Dress - Sz 10,Clothing > Women's Clothing > Dresses > Size 10,1,$24.99,1/9/2026,1/10/2026,$638.70,397802392737	,$0.00,$0.00,$26.84,$38.87,$0.00,1/15/2026,Goodwill-Easter Seals MN
59796659,1/10/2026,252074987,NWT Banana Republic Women's White/Navy Stripe Trouser Pant - Sz 2,Clothing > Women's Clothing > Pants > Size 2,1,$24.99,1/9/2026,1/10/2026,$638.70,397802392737	,$0.00,$0.00,$26.84,$38.87,$0.00,1/15/2026,Goodwill-Easter Seals MN
59796659,1/10/2026,252083584,Lot of 9 Love Your Melon Cuffed Knit Wool Beanies/Hats,Clothing > Men's Clothing > Hats,1,$26.00,1/9/2026,1/10/2026,$638.70,397802392737	,$0.00,$0.00,$26.84,$38.87,$0.00,1/15/2026,Goodwill-Easter Seals MN
59796659,1/10/2026,252094769,NWT Karl Lagerfeld Women's Powder Blue Open Knit Cardigan - Sz M,Clothing > Women's Clothing > Sweaters > Size M,1,$14.99,1/9/2026,1/10/2026,$638.70,397802392737	,$0.00,$0.00,$26.84,$38.87,$0.00,1/15/2026,Goodwill-Easter Seals MN
59796659,1/10/2026,252096865,NBA Men's White/Green Seattle Supersonics Allen #34 Basketball Jersey - Sz 2X,Clothing > Men's Clothing > Athletic Apparel,1,$23.00,1/9/2026,1/10/2026,$638.70,397802392737	,$0.00,$0.00,$26.84,$38.87,$0.00,1/15/2026,Goodwill-Easter Seals MN
59796659,1/10/2026,252097945,Filson Men's Charcoal Grey Snap Front winter vest - Sz XXL,Clothing > Men's Clothing > Vests > Size XXL,1,$72.05,1/9/2026,1/10/2026,$638.70,397802392737	,$0.00,$0.00,$26.84,$38.87,$0.00,1/15/2026,Goodwill-Easter Seals MN
59796659,1/10/2026,252103718,.925 Vtg Silpada Black Onyx Filigree Scroll Ring #R1096 size 5 1/2 15.26g,Jewelry & Gemstones > Rings,1,$21.00,1/9/2026,1/10/2026,$638.70,397802392737	,$0.00,$0.00,$26.84,$38.87,$0.00,1/15/2026,Goodwill-Easter Seals MN
59796659,1/10/2026,252104676,NBA Washington Wizards #0 ARENAS Men's Gold/White Jersey - Sz 48,Clothing > Men's Clothing > Shirts,1,$14.99,1/9/2026,1/10/2026,$638.70,397802392737	,$0.00,$0.00,$26.84,$38.87,$0.00,1/15/2026,Goodwill-Easter Seals MN
59796659,1/10/2026,252139956,Lululemon black Black Lightweight Full zip Windbreaker jacket - No sz,Clothing > Women's Clothing > Outerwear,1,$13.00,1/9/2026,1/10/2026,$638.70,397802392737	,$0.00,$0.00,$26.84,$38.87,$0.00,1/15/2026,Goodwill-Easter Seals MN
59796659,1/10/2026,252209591,Spanx Women's Black Shiny Faux Leather Leggings - Sz S,Clothing > Women's Clothing > Pants > Size S,1,$7.99,1/9/2026,1/10/2026,$638.70,397802392737	,$0.00,$0.00,$26.84,$38.87,$0.00,1/15/2026,Goodwill-Easter Seals MN
